id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
7241,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,1.1,1.068585514,10,1,-1,1,1,13,1,0,0,1,104,2,0.447213595,1.247508674,-1,3.605551276,0.6,0.3,0.1,4,1,9,3,11,0,7,6,4,3,4,0,1,0,1,0,0
7245,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,-1,7,1,0,0,0,14,1,1,2,1,42,2,0.4,0.754600217,0.33763886,3.31662479,0.6,0.5,0.2,1,5,9,5,11,1,4,2,3,2,2,1,0,0,0,0,0
7251,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,7,0,1,0,0.7,0.7,1.217579566,10,1,-1,8,1,13,1,1,0,1,4,2,0.565685425,1.496290178,0.518652099,3.605551276,0.5,0.9,0.7,4,3,9,3,9,2,5,6,0,2,5,0,0,0,0,0,1
7253,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.3,0,0.715017482,6,1,-1,0,-1,1,1,1,2,1,70,3,0.374165739,0.718253736,0.393700394,2.828427125,0.6,0.6,0.6,3,4,9,3,10,2,9,6,0,5,6,0,1,1,0,0,1
7254,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0.1,0.1,-1,7,1,-1,2,-1,1,1,1,0,1,1,0,0.424264069,0.94368278,0.430813185,3.464101615,0.5,0,0.4,1,1,8,3,7,1,8,6,3,1,8,0,1,1,0,0,0
7255,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.5,0.3,1.029259443,6,1,-1,2,0,14,1,1,0,1,104,0,0.4,0.568999412,0.404969135,2.236067978,0.9,0.5,0.8,3,2,7,2,9,2,9,5,1,2,7,1,0,1,0,1,0
7256,0,2,1,9,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.4,0.4,0.598957428,11,1,-1,0,-1,11,1,1,2,1,67,2,0.374165739,0.664072086,0.366606056,3.16227766,0.8,0.1,0.3,3,2,7,5,10,3,9,7,2,4,6,1,1,1,0,0,0
7263,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.7,0.2,0.682367203,11,1,-1,1,-1,14,1,1,2,1,8,3,0.4,0.925086549,-1,3.464101615,0.3,0.2,0.2,1,3,7,2,10,6,9,7,2,0,11,1,1,1,0,1,0
7264,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.3,0.674536878,11,1,1,0,1,6,1,1,2,1,26,3,0.374165739,0.614948093,0.320468407,2.828427125,0.4,0,0.5,2,3,7,3,11,0,11,4,0,4,5,0,0,1,0,0,0
7267,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0.1,0.3,-1,4,1,-1,0,0,0,1,1,0,1,34,2,0.4,0.837560902,0.378021163,3.464101615,0.4,0.7,0.3,3,1,7,3,9,0,6,11,3,1,4,0,1,0,0,0,0
7270,0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.1,0.1,-1,4,1,-1,2,0,14,1,1,0,1,104,0,0.4,0.75289318,0.404969135,3.464101615,0.1,0.7,0.8,1,1,7,3,11,0,10,5,1,2,3,0,1,0,0,1,0
7271,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0.6,0.2,0.551701912,7,1,0,0,1,1,1,1,3,1,31,3,0.423792402,0.609073948,0.335857113,1.732050808,0.2,0.1,0.8,2,1,6,2,10,3,7,8,2,3,5,0,1,1,0,1,0
7272,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.4,0,-1,7,0,0,0,0,9,1,1,2,1,93,3,0.4,0.952215772,0.324191302,3.605551276,0.3,0.8,0.3,3,2,7,3,9,0,8,2,0,0,5,1,0,1,0,1,0
7277,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,0.5,0.983933433,10,1,-1,9,0,0,1,1,0,1,104,3,0.447213595,1.422189849,0.45672749,3.464101615,0,0.7,0.8,3,3,7,0,9,2,12,3,1,1,8,0,0,1,0,0,0
7278,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0.6,0.2,0.645658579,7,1,-1,0,-1,10,1,1,2,1,28,3,0.387298335,0.768638917,0.378153408,2.828427125,0.9,0.8,0.8,3,1,9,3,9,2,8,8,2,1,6,0,1,1,1,0,0
7279,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.7,0.2,0.52618913,7,1,1,0,1,0,1,1,2,1,46,3,0.4,0.813737932,0.300333148,3.605551276,0.4,0.8,0.5,2,0,7,3,7,2,12,8,0,4,9,1,1,0,0,0,0
7280,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0.9,1.8,1.525,11,0,0,9,0,8,1,1,1,1,104,3,0.663174185,1.209851094,0.493963561,2,0.4,0.4,0.3,3,2,7,1,9,1,8,8,1,2,5,1,0,1,0,1,0
7282,0,1,1,9,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.6,0.2,0.745402576,7,1,-1,2,-1,11,1,1,2,1,94,0,0.374165739,0.816972591,0.430116263,3.605551276,0.9,0.3,0.6,3,3,7,2,11,5,7,2,1,3,3,0,0,0,0,1,0
7285,0,1,1,9,1,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.2,0.777013513,4,1,-1,0,0,1,1,1,0,1,51,2,0.374165739,0.838386881,0.401746189,3.605551276,0,0.7,0.2,3,2,4,5,10,3,6,5,2,4,4,0,1,0,1,0,0
7287,0,7,1,10,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.9,1.7,1.453229163,7,1,1,0,1,4,1,0,2,1,84,3,0.316227766,0.839433595,0.320156212,3.741657387,0.8,0.9,0.9,2,0,5,3,8,2,5,2,2,4,3,0,0,1,1,1,0
7289,0,7,1,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.6,0.4,0.867827748,11,1,1,0,1,4,0,1,0,1,104,2,0.4,0.828063433,0.354964787,3.16227766,0.1,0.2,0.9,0,3,7,3,10,3,13,6,1,2,7,0,1,0,1,0,0
7292,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0.9,1.111867798,11,1,-1,0,-1,4,1,0,2,1,50,2,0.4,0.925421503,0.394334883,3.741657387,0.3,0.9,0,2,3,8,2,10,1,5,12,2,4,4,0,1,1,0,0,0
7298,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.6,0.2,0.632455532,11,1,-1,0,-1,14,1,0,2,1,72,3,0.4,1.162667388,0.40938979,3.605551276,0.4,0.4,0,2,3,9,2,10,0,10,5,0,2,5,0,0,1,0,1,0
7301,0,5,4,10,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.6,0.9,1.423683603,9,0,1,0,1,15,1,1,2,1,104,3,0.424028301,0.739862618,0.347131099,2.236067978,0.2,0.1,0.9,4,1,9,2,9,1,11,6,3,4,7,0,0,0,1,0,0
7302,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,0.6,0.683739717,5,1,0,0,0,11,1,1,2,1,103,3,0.316227766,0.622229396,0.288790582,3,0.3,0.6,0,3,2,6,6,11,2,10,3,2,2,4,0,1,1,0,1,0
7304,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0.4,0,-1,7,1,-1,0,-1,11,1,1,2,1,53,2,0.447213595,0.891400027,0.430697109,3.16227766,0,0.6,0.3,2,0,7,3,9,0,8,7,0,3,8,0,1,0,0,1,0
7306,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.3,0.594243216,7,1,-1,0,-1,11,1,1,2,1,53,2,0.447213595,0.83937206,0.423674403,3.16227766,0.8,0.3,0.8,2,1,9,6,7,3,9,6,2,2,7,0,1,0,0,0,0
7312,0,2,1,4,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.1,0.2,-1,8,1,-1,8,1,11,1,1,0,1,24,2,0.489897949,0.968800485,0.494974747,3,0,0.8,0.6,1,3,9,4,10,2,13,2,2,2,10,0,1,0,0,0,1
7313,0,0,1,6,1,4,1,0,0,0,0,0,0,0,0,13,1,0,0,0.9,0.7,1.037424696,11,1,-1,0,-1,11,1,1,2,1,17,2,0.374165739,0.918692252,0.390384426,3.605551276,0.8,0.6,0.5,3,3,5,5,10,2,9,9,3,3,8,0,0,1,0,0,0
7317,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.2,0.684196609,11,1,-1,0,-1,14,1,1,2,1,42,2,0.4,0.66626193,0.393700394,2.645751311,0.2,0.5,0.8,1,1,7,4,7,2,14,11,0,2,11,0,1,0,0,0,0
7319,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.6,0.4,0.749583218,10,1,-1,0,-1,14,1,1,2,1,49,3,0.4,0.780230947,0.368510515,3.605551276,0.1,0.5,0.8,4,2,6,1,9,3,5,6,1,3,10,1,1,1,0,0,0
7323,0,1,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.2,0.1,-1,7,1,1,0,1,1,1,1,2,1,25,3,0.374165739,0.804815055,-1,3.605551276,0.9,0.6,0.2,1,0,7,3,9,0,8,4,1,6,9,0,1,1,0,0,0
7327,0,2,3,7,1,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0.7,0.5,0.970180396,4,0,-1,0,1,3,1,1,0,1,104,3,0.424264069,0.888424178,0.430116263,3.16227766,0.8,0.2,0.3,1,4,8,3,10,3,12,8,1,2,8,0,1,1,0,1,1
7329,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0.1,0.3,-1,7,1,-1,0,-1,11,1,1,2,1,101,3,0.374165739,0.839731362,0.384967531,3.464101615,0,0.8,0.1,3,1,10,5,11,2,7,4,0,6,7,0,1,0,0,1,0
7330,0,0,1,7,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.4,0,0.674536878,7,1,0,0,0,0,1,1,2,1,78,3,0.4,0.8966766,0.328785645,3.741657387,0.5,0,0.4,2,1,8,4,6,1,5,3,3,2,5,0,0,1,0,0,0
7334,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.8,0.2,0.650480592,11,1,-1,0,-1,11,1,0,2,1,17,2,0.374165739,0.923354019,0.390384426,3.741657387,0.8,0.6,0.5,2,1,6,3,7,3,5,4,3,3,10,0,0,0,0,1,0
7336,0,0,1,3,0,0,1,0,0,0,0,0,1,0,1,4,0,0,1,0.9,0.2,0.6,7,1,0,0,0,1,1,1,2,1,10,2,0.316227766,0.750536998,0.324807635,3.464101615,0.3,0.6,0.9,2,2,8,1,11,6,10,4,0,1,9,0,0,1,1,0,0
7337,0,3,2,1,1,3,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.3,1.491224329,11,0,1,9,0,8,-1,0,2,1,104,3,0.447213595,1.90150006,0.399374511,3.605551276,0.7,0.5,0.2,3,3,6,3,10,3,7,6,2,2,2,1,1,0,0,0,0
7341,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.4,0,0.790964601,7,0,-1,0,-1,11,1,0,2,1,2,3,0.424264069,1.100018783,0.354259792,3.741657387,0,0.5,0.2,2,3,7,1,9,3,12,5,1,3,6,0,0,1,0,0,0
7342,0,1,1,10,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.8,1.6,1.629800601,9,1,1,0,1,6,1,1,2,1,73,3,0.4,0.89361833,0.356089876,3.31662479,0.3,0.9,0,2,1,4,3,10,4,7,6,4,2,12,0,1,1,1,1,1
7344,0,4,1,5,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.9,0.4,0.933407735,11,1,1,0,1,0,1,1,2,1,87,3,0.316227766,0.717606214,0.294448637,3.31662479,0.6,0.5,0.3,2,1,8,2,10,2,12,5,2,2,5,0,1,1,0,0,0
7347,0,2,3,3,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.5,0.2,0.547151716,11,1,0,0,1,0,1,1,2,1,78,3,0.4,0.794505928,0.328785645,3.31662479,0.4,0.5,0.1,2,0,10,4,9,1,8,6,1,4,4,0,1,1,0,0,0
7348,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0.9,1.1,1.063896142,11,1,-1,0,-1,6,1,1,2,1,73,3,0.4,0.89361833,0.418090899,3.31662479,0.2,0.3,0.4,4,1,7,4,10,3,8,3,2,6,10,0,1,1,1,0,0
7352,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.2,0.2,-1,11,0,-1,1,-1,7,1,1,2,1,104,3,0.447213595,0.97807578,0.42860238,3,0.7,0.2,0.6,3,1,8,3,6,2,6,3,0,3,7,0,0,0,0,0,0
7354,0,4,2,3,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0.9,0.3,0.721110255,4,0,-1,0,1,10,1,1,0,1,28,3,0.387298335,0.738437036,0.378153408,2.645751311,0.3,0.5,0.6,2,3,8,4,9,2,5,3,1,1,6,0,1,1,1,0,0
7355,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.7,0.4,0.687840825,7,1,1,1,1,3,0,1,2,1,102,2,0.4,0.821973537,0.326955654,3.464101615,0.1,0.9,0.2,2,3,7,3,10,2,8,6,0,1,3,0,0,0,0,1,0
7360,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.4,0.739087275,6,0,-1,0,0,11,1,1,0,1,104,3,0.447213595,0.834991463,0.424852916,3.16227766,0.3,0.7,0.4,2,2,8,2,8,1,5,3,1,3,9,0,1,1,0,1,0
7361,1,0,4,3,1,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,0.2,0.533853913,7,1,0,2,0,0,0,1,1,1,104,2,0.374165739,0.888621832,0.360138862,3.605551276,0.2,0.2,0.9,2,3,8,6,10,0,12,8,0,3,6,1,0,1,0,0,0
7362,0,4,2,3,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0.9,0.6,1.169401556,11,1,-1,0,-1,11,1,1,2,1,7,3,0.424264069,0.780998513,0.412916456,2.828427125,0.3,0.9,0.9,4,2,8,2,9,4,7,6,1,6,8,0,1,1,1,0,0
7364,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.2,0.577711,10,1,-1,0,0,14,1,0,0,1,29,3,0.445869936,1.131717776,0.348855271,3.605551276,0,0.7,0.9,1,2,7,3,10,1,8,5,2,5,12,0,1,0,0,1,0
7365,0,5,1,6,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.2,0.2,-1,6,1,-1,0,1,0,1,0,0,1,37,2,0.316227766,0.818585759,0.375499667,3.605551276,0.8,0.9,0.9,2,2,7,2,9,3,4,3,2,3,5,1,1,0,0,0,0
7369,0,5,4,5,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,0.3,0.804673847,6,1,-1,0,0,11,1,1,0,1,101,3,0.374165739,0.842619881,0.38509739,3.464101615,0.3,0.7,0.4,2,2,7,4,11,3,12,10,2,3,9,0,1,1,1,1,0
7370,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.3,0.660492241,11,1,1,0,0,6,1,0,2,1,33,3,0.387298335,0.981018193,0.328633535,3.741657387,0.1,0.9,0.9,4,2,8,2,8,2,7,4,2,1,8,0,1,0,0,0,0
7374,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0.4,0,0.854034543,9,1,0,0,1,1,0,1,2,1,80,3,0.316227766,0.748359087,-1,3.605551276,0.5,0.5,0.1,3,3,7,2,10,2,4,9,0,6,3,0,1,1,0,1,0
7375,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.9,0.4,0.725,11,0,0,0,0,10,1,1,2,1,83,2,0.424264069,0.926537141,0.342052628,2.828427125,0.5,0,0.2,3,4,10,3,9,5,6,4,1,2,7,0,1,1,0,1,0
7378,0,5,1,3,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.4,0,0.579331511,9,0,1,8,1,13,-1,0,2,1,104,3,0.565685425,1.714807533,0.45880279,3.605551276,0.1,0.6,0.5,3,1,6,3,10,1,6,10,1,4,6,0,1,0,0,0,1
7381,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4,0,0.712390342,7,1,0,0,1,11,0,1,2,1,104,0,0.424264069,0.388895448,0.335410197,0,0.2,0.7,0.2,1,1,6,4,10,1,4,8,0,7,6,0,0,1,1,1,0
7382,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,0.7,1.168599589,11,0,0,9,0,15,1,1,0,1,41,2,0.547722558,1.424983689,0.428952212,3.16227766,0.7,0.4,0.1,4,1,9,1,6,1,7,3,1,2,13,1,0,0,0,0,0
7384,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.4,0.680073525,11,1,1,0,0,11,1,0,2,1,17,2,0.424264069,0.988968074,-1,3.605551276,0.5,0.1,0.7,0,2,8,3,10,2,9,6,0,2,7,0,0,1,0,0,0
7388,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0.961119139,11,1,1,2,0,11,1,0,2,1,94,0,0.374165739,0.832773917,0.330454233,3.605551276,0.7,0,0.3,4,2,9,3,9,0,9,5,2,2,9,0,1,1,0,0,0
7391,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.1,0.3,-1,6,1,-1,0,1,4,1,1,0,1,12,3,0.4,0.798112443,0.370809924,3.16227766,0.3,0.8,0.9,3,4,7,5,12,2,11,5,0,2,8,0,1,1,1,1,0
7392,0,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,0.6,0.859142014,7,0,-1,0,-1,4,1,1,2,1,104,3,0.447213595,0.917562798,0.428369,3.16227766,0.5,0.5,0.3,3,1,7,7,10,3,9,6,3,3,4,0,1,1,0,0,0
7399,0,5,1,11,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0.2,0.3,-1,4,1,-1,0,1,11,1,1,0,1,104,1,0.423792402,0.417811101,0.386781592,0,0.8,0.1,0.9,2,4,5,3,11,2,5,4,1,2,8,0,1,1,0,0,0
7400,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.760345316,11,1,-1,0,-1,14,1,1,2,1,29,3,0.4,0.695261411,0.398497177,2.828427125,0,0.8,0.9,2,1,8,3,12,0,9,6,2,5,6,1,0,1,1,1,0
7401,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1,7,1,-1,0,-1,11,1,1,0,1,67,2,0.374165739,0.672542972,0.366606056,3.16227766,0,0.9,0.4,4,5,8,1,10,3,7,5,0,4,10,0,1,1,1,1,0
7402,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0.4,0.3,0.6244998,6,1,-1,2,0,1,0,1,0,1,104,0,0.360555128,0.768840492,0.402492236,3.464101615,0.1,0.7,0.1,3,4,8,1,10,2,10,4,2,2,8,0,1,0,0,0,0
7408,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0.1,0.4,-1,10,1,-1,0,0,11,0,1,0,1,104,2,0.4,1.04984503,0.402243707,3.605551276,0.6,0.4,0.7,3,1,7,3,9,0,8,7,2,2,6,0,0,1,0,0,1
7409,0,5,1,5,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.7,0.4,0.695071939,6,0,-1,0,1,15,1,1,0,1,5,2,0.424264069,0.794024689,0.395853508,2.449489743,0.5,0.7,0.2,3,1,7,1,10,3,7,8,3,2,7,0,0,0,1,0,0
7413,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.5,0.3,0.560691537,11,1,1,0,1,0,1,0,2,1,78,3,0.4,0.985347193,-1,3.741657387,0.7,0.2,0.7,3,3,7,3,10,4,11,4,1,4,6,0,0,1,0,0,0
7414,0,5,2,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,1,0.9,0.8,1.41818546,8,1,-1,0,0,0,1,1,0,1,88,3,0.4,0.94953229,0.397492138,3.464101615,0.4,0.2,0.4,2,4,10,4,8,4,9,6,1,2,8,0,0,0,1,0,0
7416,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0.6,0.3,0.657171971,5,1,-1,0,-1,14,0,1,2,1,68,3,0.447213595,0.910340051,0.408656335,3,0.4,0,0,2,1,6,2,11,1,7,5,2,1,10,0,1,0,0,0,0
7419,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.9,1.7,1.9086972,11,0,1,9,1,17,-1,1,2,1,104,3,0.447213595,1.640147141,0.44609416,3.464101615,0.5,0.8,0.8,2,2,10,1,11,1,7,8,1,5,8,0,1,1,0,1,0
7420,0,0,1,1,1,3,1,0,0,0,0,0,1,0,1,3,0,0,1,0.2,0.3,-1,11,1,0,0,1,1,1,1,0,1,74,3,0.397492138,0.457354954,-1,0,0.2,0.1,0.1,2,2,7,3,12,1,13,7,3,1,12,0,1,0,0,0,0
7421,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0.7,0.3,0.384057287,7,1,-1,0,-1,11,1,1,2,1,11,2,0.316227766,0.664538615,0.368781778,3.31662479,0,0.3,0.3,2,4,8,1,9,1,6,10,2,4,8,0,1,1,0,0,0
7426,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.8,0.7,0.964365076,11,1,-1,2,-1,1,1,1,2,1,90,0,0.386910842,0.532536423,0.418330013,1.414213562,0.9,0.8,0,1,1,8,4,8,2,4,6,0,3,8,1,1,0,1,0,0
7427,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.2,-1,5,1,-1,0,-1,1,0,1,2,1,65,1,0.316227766,0.613881264,0.350713558,3.31662479,0.7,0.6,0.3,4,2,8,6,8,3,7,6,1,2,4,0,1,0,0,0,0
7432,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0.7,0.8,1.092588669,11,1,-1,0,-1,11,1,1,2,1,36,3,0.374165739,0.829691768,0.379341535,3.605551276,0,0.1,0.8,0,3,8,2,10,2,7,4,2,0,6,0,1,0,0,1,0
7433,0,1,1,9,1,0,0,0,1,0,0,0,0,0,0,13,0,1,0,0.5,0.9,1.505199322,8,1,-1,9,1,15,1,1,0,1,58,2,0.547722558,1.774410623,0.500999002,3.464101615,0.2,0.5,0.6,3,1,6,3,9,2,11,8,0,3,9,0,0,1,1,1,0
7434,0,5,1,6,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0.4,0,0.672216483,0,1,-1,8,1,11,0,0,0,1,71,2,0.529150262,1.575277753,0.494974747,3.741657387,0.7,0.3,0.1,2,3,6,1,10,3,8,5,2,3,7,0,0,1,0,0,0
7442,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0.7,0,0.540832691,7,1,-1,0,-1,0,1,1,2,1,66,3,0.399874981,0.669139697,0.381706694,2.449489743,0.7,0.5,0.5,2,1,6,3,9,4,11,4,0,6,3,0,1,1,0,0,0
7445,0,3,1,4,0,4,1,0,0,0,0,0,0,0,0,9,1,0,0,0.1,0.2,-1,5,1,1,0,0,1,1,1,2,1,65,3,0.316227766,0.679337913,0.289827535,3.31662479,0,0.1,0.5,3,3,9,5,10,2,16,2,4,1,12,0,0,1,0,0,1
7447,0,7,2,5,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0.9,1.3,1.61245155,0,1,-1,0,1,0,1,1,0,1,87,3,0.316227766,0.769015148,0.36152455,3.605551276,0,0.7,0.1,3,2,4,3,10,2,9,3,0,1,7,0,1,1,0,1,0
7449,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0.3,0.2,-1,7,1,-1,0,-1,15,1,1,2,1,5,2,0.424264069,0.753655006,0.393319209,2.449489743,0.8,0.1,0.2,3,3,5,4,8,2,9,4,1,2,14,0,1,0,0,0,0
7452,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0.9,0.3,0.62299679,11,1,-1,0,-1,11,1,1,2,1,104,2,0.316227766,0.641988131,0.366606056,3,0.9,0.1,0.9,1,3,8,2,10,4,8,7,3,0,8,0,1,0,0,0,1
7453,0,0,1,6,1,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0.9,0.2,0.698659431,7,1,0,0,0,11,0,1,2,1,53,2,0.447213595,0.788357955,0.377491722,2.828427125,0.3,0.2,0.9,2,1,8,3,10,0,5,8,2,2,12,0,1,1,0,1,0
7455,0,1,3,4,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0.6,0.2,0.508060036,6,1,-1,0,0,0,1,1,0,1,43,3,0.399874981,0.584563834,0.380788655,2,0.8,0.3,0.4,2,1,9,1,11,3,6,8,1,3,3,0,1,1,0,0,0
7457,0,1,1,1,0,4,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.718940192,7,1,-1,0,-1,11,1,1,0,1,99,2,0.316227766,0.619650661,0.368781778,2.828427125,0.4,0.6,0.6,2,3,7,2,7,3,10,10,0,2,6,0,0,0,1,0,0
7464,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0.8,0.5,0.81278841,11,1,-1,0,-1,9,1,0,2,1,21,3,0.316227766,0.85929531,0.376828874,3.741657387,0.4,0.5,0.7,3,3,7,4,10,1,7,8,1,0,6,0,1,0,1,0,1
7466,0,5,1,5,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.5,0.3,0.78382077,10,0,1,1,0,9,-1,0,2,1,104,2,0.547722558,1.645178279,-1,3.605551276,0.5,0.6,0.6,1,3,7,3,9,3,12,7,4,2,6,0,1,1,0,0,0
7468,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.2,0.3,-1,3,1,-1,0,-1,14,1,1,2,1,104,1,0.316069613,0.452677982,0.355668385,0,0.2,0.1,0.5,2,1,9,1,9,1,6,4,0,4,13,0,1,1,0,0,1
7470,0,3,1,10,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0.8,0.8,1.174734012,11,1,1,0,1,11,1,1,2,1,104,2,0.446989933,0.712346837,0.344963766,2.236067978,0.1,0.8,0,5,3,7,6,10,4,11,3,0,3,10,0,0,1,0,0,0
